105.60 	29.41 	10
105.62 	29.44 	10
101.38 	27.89 	10
101.88 	29.58 	10
102.06 	29.51 	59
108.91 	23.62 	10
103.45 	27.04 	10
103.45 	26.99 	10
103.46 	26.96 	10
103.47 	28.10 	10
101.16 	27.91 	13
103.24 	23.25 	10
102.22 	22.08 	13
101.98 	29.60 	10
102.01 	29.60 	12
101.99 	29.61 	18
102.00 	29.60 	14
101.40 	27.90 	8
102.05 	22.50 	10
101.38 	21.70 	10
104.65 	29.58 	11
104.09 	29.38 	10
105.77 	25.49 	8
100.53 	23.33 	10
101.98 	22.70 	10
100.30 	27.55 	10
102.10 	29.11 	20
102.00 	29.65 	12
102.11 	29.13 	18
102.49 	27.44 	10
103.31 	27.09 	11
100.88 	26.17 	21
103.35 	27.07 	14
101.99 	24.43 	5
101.97 	24.44 	6
104.76 	28.16 	10
102.35 	29.05 	16
102.84 	23.95 	10
108.80 	26.60 	10
108.84 	26.58 	7
108.81 	26.66 	5
104.68 	24.83 	5
103.09 	25.31 	16
101.65 	23.03 	6
104.90 	28.36 	7
103.20 	29.30 	20
103.77 	28.47 	12
104.67 	28.15 	8
104.64 	28.42 	9
101.48 	27.88 	11
103.36 	27.09 	14
103.12 	27.07 	16
100.75 	26.86 	14
100.51 	23.30 	14
100.49 	23.33 	9
100.49 	23.30 	9
100.51 	23.30 	16
100.50 	23.31 	10
100.49 	23.33 	16
100.50 	23.32 	17
100.48 	23.34 	16
100.49 	23.32 	10
100.43 	23.45 	5
100.29 	22.63 	17
101.43 	27.92 	17
101.40 	27.92 	12
103.14 	27.06 	12
100.49 	23.32 	7
100.48 	23.32 	8
100.48 	23.30 	10
101.06 	27.97 	13
103.30 	27.11 	12
103.32 	27.10 	12
100.49 	23.35 	12
100.45 	23.30 	10
100.43 	23.36 	6
100.43 	23.35 	10
100.49 	23.33 	14
100.49 	23.36 	10
100.49 	23.36 	13
103.34 	27.09 	10
100.45 	23.45 	10
100.48 	23.38 	6
106.16 	27.43 	4
100.49 	23.37 	10
100.50 	23.36 	17
100.44 	23.44 	15
100.49 	23.36 	16
100.41 	23.41 	10
100.49 	23.36 	17
100.49 	23.36 	17
100.50 	23.38 	18
100.55 	23.40 	10
103.27 	27.10 	15
100.69 	22.59 	7
102.74 	28.38 	10
104.80 	28.32 	11
103.34 	27.10 	13
103.48 	28.14 	5
103.36 	27.11 	17
101.90 	25.52 	12
103.43 	27.08 	12
101.01 	22.96 	10
100.60 	25.96 	18
101.38 	27.92 	13
100.48 	25.85 	18
100.50 	25.88 	12
102.18 	24.97 	12
103.54 	28.09 	11
104.01 	21.59 	7
103.52 	28.10 	10
103.56 	28.13 	13
103.54 	28.11 	12
103.52 	28.10 	5
103.49 	28.11 	10
103.51 	28.12 	7
103.38 	27.09 	12
103.38 	27.04 	10
103.34 	27.11 	7
103.42 	27.04 	5
103.36 	27.11 	5
103.34 	27.09 	7
103.36 	27.09 	5
103.34 	27.11 	8
103.39 	27.10 	10
103.37 	27.08 	21
103.35 	27.11 	11
103.34 	27.10 	7
103.35 	27.13 	7
103.33 	27.11 	10
100.48 	25.86 	5
100.50 	25.88 	8
104.00 	21.58 	4
101.43 	27.90 	11
104.80 	29.38 	12
103.09 	29.63 	25
101.38 	27.92 	20
101.41 	27.91 	18
102.13 	29.41 	15
102.30 	22.65 	10
101.42 	27.92 	11
104.66 	28.14 	11
101.44 	27.91 	7
101.92 	25.47 	11
101.92 	25.49 	13
101.00 	21.56 	15
100.57 	26.17 	10
104.82 	28.29 	8
103.53 	28.09 	7
103.89 	24.37 	14
103.57 	28.14 	13
100.57 	26.18 	14
100.57 	26.17 	9
100.57 	26.17 	14
100.56 	26.17 	14
100.56 	26.19 	14
101.39 	27.91 	8
103.51 	28.08 	12
105.00 	28.25 	13
100.35 	22.60 	10
105.54 	29.44 	6
101.18 	22.54 	5
106.98 	28.61 	7
101.82 	25.42 	12
101.01 	22.80 	7
101.17 	22.51 	7
101.40 	27.91 	15
100.60 	25.83 	10
101.17 	26.86 	33
104.92 	28.34 	5
101.36 	27.93 	19
101.35 	27.93 	14
101.97 	29.85 	16
100.67 	27.78 	5
101.41 	27.92 	13
100.58 	25.40 	10
101.42 	27.92 	7
101.41 	27.93 	10
101.40 	27.85 	10
103.01 	26.36 	10
100.53 	22.67 	15
103.79 	28.44 	6
100.69 	23.71 	10
107.41 	23.82 	6
101.36 	27.90 	16
102.78 	27.96 	9
101.44 	23.13 	14
104.02 	27.54 	9
100.77 	26.70 	13
100.62 	21.47 	14
100.62 	21.49 	10
102.84 	27.87 	11
101.93 	29.92 	8
104.84 	28.31 	7
103.78 	28.45 	10
101.05 	22.57 	10
105.74 	29.34 	5
100.78 	22.95 	12
104.89 	28.33 	7
100.84 	22.08 	10
100.27 	26.97 	9
103.96 	27.48 	8
100.08 	29.21 	16
103.46 	27.80 	8
104.87 	28.35 	9
105.11 	29.36 	10
103.08 	27.37 	5
104.95 	28.45 	5
104.95 	28.40 	5
101.59 	23.38 	6
100.49 	23.67 	5
105.57 	29.44 	6
105.39 	29.34 	6
105.14 	29.38 	21
100.95 	23.07 	8
100.96 	23.08 	5
100.96 	23.11 	10
104.84 	28.28 	16
100.80 	26.73 	14
101.60 	23.25 	15
107.45 	23.85 	10
104.82 	28.30 	8
104.84 	28.35 	10
101.97 	29.94 	6
104.13 	28.05 	10
105.22 	29.33 	16
105.71 	25.52 	6
103.97 	27.55 	6
104.03 	27.51 	7
106.95 	28.95 	6
105.23 	29.32 	14
102.75 	27.04 	10
103.97 	27.46 	12
105.25 	29.33 	13
100.31 	27.30 	11
102.52 	26.49 	13
105.23 	29.32 	22
105.22 	29.32 	25
102.37 	25.36 	6
100.09 	23.35 	5
104.88 	28.35 	6
101.90 	25.15 	10
103.03 	26.16 	10
103.87 	28.98 	13
107.02 	20.97 	6
103.98 	27.50 	10
103.98 	27.49 	10
100.08 	23.34 	14
103.97 	27.51 	13
103.99 	27.51 	10
104.00 	27.56 	14
104.01 	27.56 	8
104.00 	27.54 	14
104.03 	27.56 	14
103.98 	27.50 	10
103.97 	27.51 	14
104.83 	28.39 	6
100.12 	27.58 	6
101.22 	23.08 	10
104.84 	28.41 	12
102.38 	29.08 	10
100.10 	29.23 	10
102.26 	29.01 	14
103.06 	29.35 	18
100.65 	27.91 	8
101.18 	28.13 	11
100.69 	27.87 	13
100.68 	27.80 	9
100.65 	27.73 	10
100.69 	27.71 	11
104.28 	28.10 	9
100.37 	22.66 	11
102.32 	22.43 	10
102.77 	27.02 	16
100.08 	29.28 	10
104.94 	28.41 	10
100.01 	26.28 	12
102.44 	24.27 	9
101.50 	25.32 	13
104.97 	28.67 	18
102.60 	28.88 	10
100.55 	22.04 	14
100.55 	22.04 	23
100.54 	22.04 	12
101.09 	28.12 	9
103.19 	27.37 	5
107.84 	20.28 	8
105.13 	29.36 	21
105.15 	29.37 	5
105.15 	29.37 	19
105.73 	25.48 	8
105.07 	29.40 	20
105.73 	25.48 	6
100.82 	22.17 	7
103.22 	29.64 	24
100.74 	26.54 	15
100.72 	26.62 	16
109.74 	29.11 	7
105.75 	25.50 	5
100.69 	22.61 	9
100.68 	26.86 	14
104.88 	28.27 	12
104.54 	29.04 	18
105.07 	29.39 	17
102.70 	27.06 	11
100.88 	27.76 	10
103.14 	30.00 	20
104.91 	28.36 	15
101.09 	29.29 	10
104.92 	28.36 	5
103.64 	22.91 	7
102.97 	26.66 	7
102.94 	26.64 	12
104.91 	28.36 	14
101.84 	25.93 	10
101.92 	25.39 	10
104.88 	28.24 	15
102.94 	26.66 	12
100.26 	20.67 	9
103.18 	29.61 	17
100.19 	20.54 	27
104.95 	28.22 	17
103.01 	27.14 	12
101.94 	27.09 	15
101.56 	23.08 	6
102.37 	29.01 	22
100.88 	27.64 	10
103.51 	20.95 	9
102.99 	27.12 	9
101.24 	25.94 	9
104.25 	24.55 	7
105.49 	29.36 	6
105.50 	29.33 	6
104.05 	28.19 	18
104.11 	28.06 	11
104.98 	28.68 	9
101.72 	22.09 	8
109.83 	29.07 	8
104.91 	28.36 	17
106.16 	23.97 	9
105.75 	25.51 	7
101.86 	22.00 	5
105.54 	25.61 	7
102.04 	23.75 	9
102.98 	27.13 	8
103.12 	26.06 	13
106.73 	25.20 	7
105.43 	29.36 	6
103.02 	27.13 	10
101.92 	25.41 	9
109.33 	22.59 	6
106.20 	29.43 	7
104.89 	28.40 	19
103.96 	29.27 	19
103.97 	29.27 	12
103.97 	29.28 	16
103.98 	29.30 	21
103.98 	29.30 	21
103.07 	23.63 	14
101.94 	25.39 	13
101.72 	21.43 	7
101.66 	21.31 	10
101.71 	21.42 	7
104.64 	28.46 	16
100.76 	22.61 	15
105.66 	28.68 	15
101.76 	21.35 	10
103.59 	26.03 	13
103.61 	26.08 	6
101.54 	21.26 	6
101.96 	25.11 	5
103.82 	27.89 	5
105.58 	29.30 	14
100.23 	22.39 	10
103.88 	27.70 	5
101.95 	25.43 	10
101.07 	27.14 	11
101.95 	25.41 	14
101.94 	25.42 	20
105.46 	29.36 	30
102.29 	25.75 	7
100.52 	24.79 	14
105.75 	25.58 	6
102.51 	27.35 	10
105.72 	25.54 	7
105.27 	26.01 	10
101.11 	22.77 	13
100.88 	27.08 	4
104.19 	21.33 	7
105.05 	28.79 	5
105.60 	28.95 	33
100.91 	23.11 	5
104.13 	28.02 	10
101.89 	20.85 	16
102.00 	25.96 	10
101.83 	20.20 	23
100.70 	25.95 	10
100.69 	25.94 	10
101.04 	24.79 	13
101.79 	25.31 	16
105.42 	29.38 	13
105.40 	29.38 	13
101.87 	22.15 	5
108.81 	26.56 	8
101.00 	25.64 	12
100.99 	25.58 	10
101.81 	20.75 	22
105.82 	25.97 	7
101.95 	22.22 	7
101.00 	23.01 	5
100.21 	25.98 	5
101.11 	25.44 	14
103.72 	26.21 	11
101.04 	25.54 	11
103.04 	26.14 	5
103.04 	26.14 	12
103.90 	27.68 	10
101.28 	22.15 	5
102.36 	21.45 	33
102.56 	22.05 	31
101.07 	25.56 	7
103.75 	29.09 	14
101.07 	25.54 	6
105.49 	29.40 	5
105.20 	26.18 	8
101.05 	25.52 	9
101.04 	25.54 	10
101.00 	25.57 	14
101.00 	25.57 	13
101.05 	25.60 	10
101.01 	25.57 	14
101.09 	25.52 	11
101.06 	25.55 	14
101.04 	25.54 	13
101.05 	25.54 	11
101.03 	25.60 	6
105.50 	29.36 	9
100.99 	23.00 	5
100.00 	25.10 	13
101.77 	21.41 	15
102.15 	21.43 	20
105.01 	29.37 	10
103.61 	29.70 	10
100.59 	28.66 	6
105.05 	29.39 	13
104.98 	29.39 	12
103.69 	27.82 	15
104.99 	29.40 	14
101.64 	23.24 	15
102.90 	22.25 	30
104.20 	26.95 	11
105.00 	28.74 	20
103.65 	28.71 	14
104.07 	22.94 	5
104.20 	26.90 	11
104.18 	26.83 	18
101.92 	24.54 	11
100.90 	22.69 	5
100.93 	22.92 	13
105.08 	29.39 	9
103.94 	24.33 	18
102.56 	21.88 	26
102.76 	27.07 	14
105.73 	29.44 	12
101.25 	22.14 	10
102.10 	28.80 	15
104.17 	26.79 	14
104.15 	26.82 	15
104.07 	26.87 	10
100.28 	27.07 	10
100.68 	22.47 	24
104.93 	28.25 	23
101.17 	24.32 	15
106.89 	25.61 	9
103.02 	24.90 	11
100.37 	28.18 	13
101.56 	23.45 	14
102.74 	27.04 	15
101.83 	26.26 	14
104.07 	24.25 	18
104.91 	28.25 	16
102.28 	29.55 	15
106.79 	25.19 	11
103.24 	27.03 	19
104.27 	26.49 	12
102.42 	28.99 	27
103.16 	26.39 	12
106.65 	24.88 	12
100.66 	26.71 	17
101.81 	28.19 	14
108.18 	29.83 	7
100.09 	26.10 	17
100.16 	26.24 	14
102.15 	25.83 	25
102.01 	26.21 	15
106.61 	25.49 	5
104.96 	29.35 	24
101.70 	23.38 	20
102.05 	25.54 	10
105.35 	26.00 	10
101.85 	26.18 	17
101.94 	26.24 	13
101.80 	26.10 	9
104.91 	28.35 	17
105.79 	27.22 	15
102.71 	23.48 	15
105.24 	26.12 	17
101.91 	26.23 	14
102.46 	28.97 	15
107.15 	25.42 	17
101.86 	26.23 	11
101.98 	26.23 	16
101.85 	26.10 	18
103.08 	24.82 	13
101.80 	26.22 	18
105.07 	25.93 	11
101.87 	26.17 	15
101.81 	26.22 	16
101.99 	26.16 	14
102.06 	26.25 	12
101.75 	26.25 	17
102.06 	26.27 	13
102.07 	26.49 	33
101.86 	26.27 	15
101.82 	26.08 	12
101.84 	26.21 	28
101.79 	26.07 	15
101.83 	26.15 	25
101.96 	26.30 	10
101.81 	26.22 	15
101.82 	26.14 	23
101.82 	26.19 	21
101.88 	26.34 	14
102.06 	26.30 	19
101.88 	26.25 	8
100.71 	22.71 	15
104.21 	29.31 	19
104.44 	25.12 	27
104.64 	25.92 	7
104.91 	25.83 	17
100.25 	25.90 	11
105.14 	25.99 	17
105.08 	25.95 	15
102.73 	27.41 	14
104.92 	26.50 	31
106.78 	25.25 	12
103.19 	26.92 	9
100.98 	22.92 	28
105.25 	25.99 	14
102.54 	27.38 	18
102.81 	26.98 	12
102.53 	27.30 	10
105.20 	25.99 	9
105.14 	25.97 	11
103.53 	28.16 	16
102.73 	27.34 	10
100.06 	26.32 	15
102.78 	27.35 	12
101.71 	26.82 	11
102.84 	27.25 	12
102.71 	27.31 	8
106.87 	25.27 	17
102.43 	29.19 	7
107.75 	24.48 	18
103.01 	23.33 	26
101.01 	20.49 	28
102.66 	27.47 	17
103.89 	28.07 	10
103.49 	28.06 	15
102.86 	27.33 	15
102.83 	27.37 	14
105.61 	29.55 	13
102.63 	28.91 	14
102.65 	25.94 	14
100.13 	25.93 	20
100.06 	26.96 	17
104.17 	24.96 	13
102.83 	27.29 	15
102.50 	23.38 	25
102.60 	23.50 	27
102.67 	23.69 	7
104.52 	28.66 	18
100.88 	23.01 	32
100.84 	23.20 	22
101.77 	27.34 	13
100.91 	23.02 	31
100.73 	22.77 	32
100.79 	22.86 	32
100.62 	22.88 	30
104.61 	25.87 	12
101.77 	28.17 	12
101.89 	27.40 	16
104.64 	25.88 	12
101.43 	22.86 	15
102.69 	27.12 	16
102.30 	28.15 	14
102.26 	28.16 	14
101.20 	27.80 	14
103.65 	24.13 	29
102.23 	29.34 	11
105.04 	28.30 	12
101.82 	28.05 	10
102.33 	22.41 	30
104.82 	28.50 	18
102.14 	29.40 	11
100.30 	25.83 	15
105.06 	28.31 	27
105.00 	28.37 	20
102.20 	29.50 	9
105.14 	28.15 	12
105.09 	28.26 	6
105.01 	28.41 	30
105.21 	29.09 	15
103.81 	27.00 	25
101.08 	22.91 	29
103.02 	23.34 	15
103.79 	27.15 	30
107.85 	27.38 	15
107.76 	27.42 	10
101.80 	25.43 	15
100.38 	23.73 	13
107.05 	25.46 	17
100.43 	26.15 	14
104.28 	25.95 	17
104.89 	28.38 	14
100.88 	20.28 	26
105.03 	28.42 	13
104.40 	24.71 	20
101.87 	24.34 	19
101.90 	24.41 	16
102.49 	23.52 	11
105.07 	25.91 	15
104.95 	28.36 	18
100.86 	22.72 	15
104.22 	24.61 	18
104.95 	28.38 	9
103.96 	24.32 	16
100.87 	20.31 	30
104.92 	28.23 	10
103.72 	24.46 	20
101.19 	23.64 	29
100.06 	25.41 	19
100.01 	25.45 	14
105.03 	28.36 	10
105.42 	27.18 	12
100.95 	23.46 	11
101.88 	25.30 	16
107.89 	24.93 	13
102.63 	26.91 	18
104.91 	28.26 	13
104.25 	27.98 	12
101.19 	23.22 	25
100.87 	22.92 	17
100.92 	23.02 	18
104.14 	24.29 	17
104.92 	28.39 	20
100.66 	22.74 	14
104.00 	24.36 	16
104.00 	24.31 	19
104.05 	24.27 	14
103.88 	24.45 	16
103.97 	24.44 	15
100.80 	20.50 	10
100.89 	22.99 	23
105.64 	23.50 	15
100.85 	22.85 	30
106.07 	23.73 	15
103.98 	29.06 	16
100.11 	25.42 	14
104.73 	25.41 	11
100.02 	25.50 	16
106.68 	28.61 	9
100.97 	22.89 	33
103.96 	24.40 	18
102.96 	24.56 	15
104.01 	24.30 	18
104.04 	24.39 	17
104.92 	28.36 	15
100.01 	25.47 	18
100.04 	25.54 	15
104.94 	28.39 	17
104.98 	28.37 	18
107.03 	25.50 	28
104.53 	26.01 	20
100.06 	25.39 	17
100.11 	25.38 	11
100.01 	25.44 	16
104.05 	24.18 	20
103.88 	29.76 	18
107.11 	25.30 	14
105.02 	28.39 	12
100.47 	20.04 	10
101.52 	23.21 	17
101.46 	23.05 	15
108.58 	23.95 	13
102.76 	29.97 	18
102.99 	29.57 	20
100.10 	25.44 	22
100.01 	25.53 	15
100.12 	25.32 	18
100.00 	25.50 	12
101.88 	25.57 	14
102.97 	24.54 	22
100.90 	27.05 	8
107.05 	25.16 	15
108.87 	26.66 	10
101.09 	22.58 	29
101.02 	22.92 	15
101.19 	27.84 	15
101.03 	23.00 	19
101.02 	23.19 	11
100.01 	21.56 	11
106.95 	24.93 	15
104.97 	28.44 	14
100.87 	23.09 	17
104.99 	28.37 	17
101.01 	23.03 	18
100.05 	26.08 	9
100.85 	23.05 	16
100.93 	26.77 	19
100.99 	22.85 	20
103.39 	24.02 	18
100.69 	27.92 	14
100.84 	20.53 	8
100.97 	22.88 	15
100.96 	22.90 	23
100.83 	23.10 	12
100.94 	22.86 	30
100.94 	22.91 	29
100.97 	22.86 	31
100.97 	22.88 	23
101.03 	23.05 	10
100.88 	22.83 	15
100.98 	22.86 	25
100.90 	23.00 	10
101.01 	22.98 	24
100.85 	23.17 	9
101.01 	22.91 	15
101.02 	23.03 	11
101.21 	23.03 	6
101.01 	23.08 	12
101.15 	22.86 	15
100.87 	23.15 	7
100.88 	23.09 	22
101.05 	22.77 	26
100.95 	23.12 	15
101.05 	22.88 	32
101.02 	23.14 	11
100.89 	22.85 	15
101.13 	23.08 	6
101.99 	25.59 	16
104.03 	27.10 	9
107.85 	22.60 	14
103.86 	27.16 	11
105.60 	29.61 	13
102.14 	26.02 	15
100.00 	27.53 	14
101.68 	23.53 	20
100.60 	20.60 	10
101.90 	25.89 	12
100.70 	20.50 	10
100.90 	20.20 	10
100.96 	20.57 	15
104.82 	28.31 	19
100.86 	20.15 	29
101.39 	22.42 	28
100.51 	22.68 	13
105.01 	28.35 	13
100.10 	26.46 	16
103.15 	20.56 	33
101.87 	23.56 	31
104.96 	28.40 	14
104.90 	28.39 	37
104.96 	28.44 	14
105.09 	28.38 	31
101.41 	23.04 	20
103.12 	26.02 	15
106.30 	28.29 	14
101.75 	23.52 	21
101.77 	23.46 	33
102.56 	21.83 	31
100.73 	26.51 	7
102.57 	29.28 	12
106.32 	25.36 	15
102.22 	25.96 	16
100.46 	25.42 	10
106.67 	25.31 	18
105.04 	28.46 	17
101.18 	21.54 	30
101.88 	26.51 	10
102.22 	20.76 	33
103.81 	29.07 	15
102.79 	28.82 	15
100.81 	24.39 	16
104.99 	28.43 	13
100.56 	23.14 	15
101.16 	25.50 	15
102.23 	25.95 	14
100.67 	25.90 	13
100.92 	27.06 	14
102.46 	28.90 	11
102.38 	29.03 	16
105.00 	28.26 	18
104.18 	28.13 	17
103.96 	28.01 	12
102.58 	29.00 	18
103.79 	27.89 	17
104.92 	28.43 	14
101.27 	26.01 	16
103.08 	29.54 	17
101.66 	21.72 	31
102.09 	25.91 	12
102.03 	29.85 	12
104.20 	23.06 	15
103.03 	26.98 	16
102.44 	22.80 	9
102.52 	23.85 	14
104.12 	28.01 	15
104.11 	28.04 	15
101.84 	24.76 	16
101.24 	22.07 	12
104.92 	28.45 	17
101.29 	26.89 	10
103.77 	27.14 	17
