# @VGMT1.0 @GLINESTRING
# @R73.6553/134.1652/19.533675/51.455155
# @Jp"+proj=longlat +ellps=WGS84 +towgs84=0,0,0,-0,-0,-0,0 +no_defs "
# @Jw"GEOGCS[\"unnamed\",DATUM[\"MIF 0\",SPHEROID[\"WGS 84 (MAPINFO Datum 0)\",6378137.01,298.257223563],TOWGS84[0,0,0,-0,-0,-0,0]],PRIMEM[\"Greenwich\",0],UNIT[\"degree\",0.0174532925199433]]"
# @NFAU_ID|FAU_LABL|FAU_NO|FAU_NAME|FAU_LENGTH|FAU_STRIKE|FAU_DIP|FAU_ANGLE|FAU_PROP|FAU_LAGE|FAU_AGEBASE|SEG_ID|SEG_NAME|SEG_ZHUANG|SEG_LENGTH|SEG_PROP|SEG_HV|SEG_VV|SEG_AGE|PEO_AGE|RUP_TIME|RUP_M|RUP_LENGTH|RUP_S|FAU_RBAS|FAU_SOURCE
# @Tstring|string|integer|string|string|string|string|string|string|string|string|string|string|string|string|string|string|string|string|string|string|string|string|string|string|string
# FEATURE_DATA
>
# @DBF12|F12|12|阿巴宫断裂|>80|310-320|NE|70-80|右旋走滑|Q4|错断Q4和一级阶地|||||||||||0|||控制喇嘛,阿巴宫,富蕴和库尔提盆|沈军等,1998
87.90446 48.05480
87.95733 48.01568
88.02505 47.96973
88.10271 47.91890
88.18871 47.85571
88.23255 47.82150
88.28570 47.79229
88.32616 47.76751
88.36983 47.74139
88.43595 47.69414
88.49011 47.65324
88.52268 47.62274
88.57524 47.59425
88.63608 47.56153
88.70198 47.51777
88.77391 47.47213
88.82987 47.43683
88.88696 47.40619
88.96055 47.36706
89.02099 47.33415
89.06602 47.31439
89.11621 47.28720
89.15907 47.25715
89.22472 47.22853
89.30914 47.19262
89.37381 47.16652
89.41338 47.14589
89.46667 47.12085
89.53290 47.10215
89.59675 47.08219
89.66813 47.06416
>
# @DBF13|F13|13|富蕴-库尔提断裂|>80|310-320|NE||逆断|Q4|错断Q3-4|||||||0.5|Q|||0|||控制喇嘛,阿巴宫,富蕴和库尔提盆|沈军等,1998
87.49057 48.01641
87.54543 47.96866
87.59100 47.93487
87.63305 47.90687
87.67313 47.88037
87.73479 47.85171
87.78107 47.82704
87.84434 47.80131
87.90138 47.77732
87.97834 47.76357
88.03409 47.74297
88.08142 47.72653
88.14346 47.69959
88.24037 47.65973
88.32826 47.61756
88.39421 47.58659
88.46787 47.54496
88.53912 47.50204
88.60616 47.47115
88.68218 47.43793
88.78477 47.37052
88.85432 47.33537
88.94214 47.30285
89.04665 47.25276
89.13094 47.19699
89.19261 47.16782
89.27594 47.13086
89.33990 47.11101
89.38983 47.08371
89.44232 47.05677
89.49273 47.04037
89.55596 47.00948
89.63853 46.97766
89.68768 46.95198
89.70377 46.94427
>
# @DBF14|F14|14|冲乎-塔尔浪断裂||||||||||||||||||0||||
87.30849 47.98835
87.35884 47.95717
87.41483 47.91416
87.47407 47.87344
87.53866 47.84077
87.59538 47.81050
87.66766 47.77533
87.74065 47.74569
87.81583 47.70185
87.87270 47.67423
>
# @DBF16|F16|16|海流滩-冲乎-盐池断裂|80|320-345|NE|65-70|右旋走滑|Q4|错断Q4||||||2.3||Q2|||0|||控制喇嘛,阿巴宫,富蕴和库尔提盆|沈军等,1998
87.01392 48.10655
87.03420 48.07437
87.08322 48.02855
87.13443 47.98034
87.17653 47.94157
87.21562 47.90323
87.26369 47.85540
87.32222 47.80917
87.37693 47.77322
87.44379 47.74184
87.50394 47.70578
87.54581 47.68956
87.59993 47.66615
87.64338 47.64923
87.66776 47.64300
>
# @DBF15|F15|15|阿尔泰山前(特斯巴汗)断裂||||||||||||||||||0||||
87.86481 47.55157
87.92960 47.52060
88.00642 47.49053
88.07048 47.46122
88.15623 47.42879
88.23720 47.40196
88.32143 47.37738
88.37658 47.36113
88.46014 47.33004
88.55795 47.28108
88.66053 47.24182
88.78463 47.19932
88.90204 47.15574
88.98769 47.11655
89.07253 47.08353
89.14491 47.06317
89.20454 47.04819
89.28625 47.02820
89.38564 47.01250
89.46073 47.00415
89.52396 46.99862
89.55092 46.99971
>
# @DBF17|F17|17|哈巴河断裂|60（境内）|345|NE|陡|右旋走滑|Q4|错断Q4||||||2.3||Q4|E1：0.4-0.6||0|||控制喇嘛,阿巴宫,富蕴和库尔提盆|沈军等,1998
86.48678 48.41302
86.50015 48.38162
86.56313 48.30825
86.62230 48.22971
86.66303 48.16998
86.72248 48.11230
86.79925 48.05280
86.85824 48.00317
86.90073 47.95636
86.92884 47.91815
86.96213 47.87712
87.01120 47.84220
87.06142 47.80019
87.10830 47.77851
87.18536 47.76154
87.24868 47.74784
87.31460 47.73452
87.40260 47.72912
87.44983 47.73280
87.48655 47.73484
>
# @D||0|||||||||||||||||||0||||
85.70144 48.04901
85.75061 48.02353
85.83435 47.97738
85.88406 47.95377
85.94161 47.93508
86.00142 47.92129
86.04281 47.90808
>
# @D||0|||||||||||||||||||0||||
86.10979 47.87543
86.16425 47.84979
86.22817 47.82841
86.27374 47.81857
86.33009 47.80592
86.38283 47.79538
86.42963 47.78206
86.46134 47.76810
>
# @D||0|||||||||||||||||||0||||
86.56001 47.72767
86.65215 47.70432
86.72680 47.67175
86.79367 47.65245
86.88549 47.61801
86.94273 47.59439
87.02716 47.55690
87.09727 47.52800
87.17355 47.50095
87.30383 47.46961
